"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
20581823,"NO XTRA  FEES: Big single room, work station, TV",82889379,"Shera","Bronx","Wakefield",40.89756,-73.85639,"Private room",50,1,130,"2019-06-28",5.76,4,148
1664209,"2000 SQ FT Spacious Artist Loft in SOHO",1253125,"Tanya","Manhattan","SoHo",40.72047,-74.00049,"Entire home/apt",275,2,6,"2019-04-28",0.51,1,5
21921178,"Bright & Colorful Studio 1 Block From Central Park",48419413,"Tina","Manhattan","East Harlem",40.79943,-73.94386,"Entire home/apt",89,2,52,"2019-01-02",2.75,1,3
3553768,"Serene, minimalist studio W Village",17891677,"Arianna","Manhattan","West Village",40.73496,-74.00005,"Entire home/apt",200,5,64,"2019-06-24",1.09,1,329
6457367,"Studio Apt With Backyard",33722691,"Danny And June","Brooklyn","Clinton Hill",40.69298,-73.96851,"Entire home/apt",110,1,179,"2019-06-15",3.56,2,118
6717053,"Lovely Studio in Flushing/kew Garde",34992043,"Frances","Queens","Flushing",40.74024,-73.83105,"Private room",68,1,222,"2019-07-04",4.48,2,330
29794270,"Barrett’s Family Home",120245209,"Heidi","Brooklyn","Canarsie",40.63535,-73.89493,"Private room",55,1,7,"2019-06-22",1.08,2,126
24210400,"Large Gorgeous BR in Artist Loft - BEST Location!!",20486410,"Miley","Manhattan","Hell's Kitchen",40.75423,-73.99461,"Private room",120,1,75,"2019-06-23",4.93,1,134
5916713,"Williamsburg Sunny Large Loft",2272846,"Zack","Brooklyn","Williamsburg",40.71614,-73.95282,"Private room",69,30,16,"2019-06-06",0.45,2,225
35583579,"A large room in 2br apartment",167025338,"Ameer","Manhattan","Upper East Side",40.773,-73.94759,"Private room",90,8,0,"",NA,2,77
14608127,"Vibey Apartment, Empire State Bldg & Times Square!",90646927,"Nicole","Manhattan","Kips Bay",40.74496,-73.97867,"Private room",100,2,11,"2019-06-23",2.02,1,20
2856770,"Family Friendly 3 bedroom 2 bath w. Washer/Dryer",14565422,"Janelle","Manhattan","East Harlem",40.78587,-73.94764,"Entire home/apt",650,2,67,"2019-06-23",1.76,2,283
28959854,"1 BR /stove /fridge / bath/ living rm 20 mins nyc",16851857,"Paul","Bronx","Wakefield",40.89502,-73.85071,"Entire home/apt",75,7,3,"2019-05-03",0.63,4,242
19087695,"★2 mins to Subway B/Q, Great for budget travel★",51380878,"Jean Paul","Brooklyn","Flatbush",40.65067,-73.96062,"Private room",33,2,71,"2019-06-18",3.17,2,15
26996466,"Lumber lodge",167459000,"Adrian","Brooklyn","Bushwick",40.69482,-73.91096,"Private room",60,1,0,"",NA,1,5
16244843,"Cozy room in the East Village - Manhattan",53836757,"Felipe","Manhattan","East Village",40.72947,-73.9785,"Private room",85,4,20,"2018-12-27",0.65,1,12
30939313,"Funky sun-filled artist home near Fort Greene Park",129324501,"Šara","Brooklyn","Fort Greene",40.68908,-73.97309,"Entire home/apt",115,2,1,"2019-06-20",1,1,16
26995950,"Queen Bed 2 guests UWS Manhattan",216227,"Victor","Manhattan","Harlem",40.82226,-73.95569,"Private room",62,1,68,"2019-06-18",5.86,3,310
3613839,"Cozy  and sunny room in Manhattan",17450462,"Esther","Manhattan","Harlem",40.82544,-73.9402,"Private room",65,7,45,"2019-06-09",0.92,1,290
30146882,"Exquisite Private room Central Park  Subway A,B,C",126653377,"Sergii","Manhattan","Harlem",40.80521,-73.95592,"Private room",63,30,1,"2019-04-20",0.37,6,1
30126658,"Cozy stylish luxury... in the heart of Soho!!!",3562922,"John","Manhattan","Nolita",40.72154,-73.99727,"Entire home/apt",300,4,3,"2019-05-28",0.48,1,97
15234755,"Luxury One Bedroom",10528,"Olivier","Manhattan","Upper West Side",40.77727,-73.98453,"Entire home/apt",200,30,9,"2019-02-09",0.28,2,139
1123960,"Private Rm for 1 in Historic Harlem",6165258,"Gita","Manhattan","Harlem",40.80815,-73.94325,"Private room",70,28,16,"2018-01-01",0.22,3,365
35025851,"HUGE & COZY 3 BEDROOMS IN HEART OF MANHATTAN!!",226119185,"Jay","Manhattan","Hell's Kitchen",40.76796,-73.98891,"Entire home/apt",599,3,6,"2019-07-03",4.74,1,199
13700836,"Your home in Flatiron NYC",4960457,"Al","Manhattan","Flatiron District",40.7414,-73.99075,"Entire home/apt",215,45,0,"",NA,1,25
25826202,"Stay 10 minutes away from Times Square 63F2",190921808,"John","Manhattan","Hell's Kitchen",40.75396,-73.99571,"Private room",100,7,2,"2019-04-03",0.29,47,238
21678477,"Trendy Williamsburg House with Private Studio",39472888,"Sarah","Brooklyn","Williamsburg",40.71369,-73.93669,"Private room",100,5,41,"2018-10-13",2.11,1,125
33720225,"Manhattan Lux King Sized Room, Lots of Light",3773866,"Megumi & Nathan","Manhattan","Harlem",40.81824,-73.93919,"Private room",85,2,1,"2019-04-28",0.42,2,77
33746705,"My home is open to everyone!",254382567,"Vicente","Manhattan","Washington Heights",40.84377,-73.93666,"Private room",60,1,18,"2019-06-29",6.07,1,305
29132322,"Casa finca Zen Sanctuary Artist Home",895135,"Suanny","Brooklyn","Williamsburg",40.70717,-73.94622,"Entire home/apt",95,3,7,"2019-05-30",0.93,3,363
18059112,"Private room in beatiful sunny apt in Crown Height",138243,"Alexander","Brooklyn","Crown Heights",40.66994,-73.9315,"Private room",45,2,12,"2019-06-30",0.46,1,32
27237516,"*NO GUEST SERVICE FEE* Beekman Tower Studio with Queen Bed & Free Wifi",205031545,"Red Awning","Manhattan","Midtown",40.75425,-73.96648,"Entire home/apt",699,3,4,"2019-05-19",0.82,49,204
35966672,"Iconic Tribeca Loft",87007791,"Dion","Manhattan","Tribeca",40.71878,-74.00491,"Entire home/apt",380,5,0,"",NA,1,73
14968403,"Warwick & Bethel stays at ""The Brooklyn Mansion""",49508002,"Ivia","Brooklyn","Bushwick",40.69141,-73.92092,"Entire home/apt",200,3,6,"2018-08-27",0.22,1,194
31982527,"Luxury apartment, 15 minute train to Midtown.",237015178,"Anna","Queens","Astoria",40.77161,-73.92063,"Entire home/apt",144,2,19,"2019-07-06",5.33,1,18
27523953,"Brooklyn modern Apartment steps to the L train ;-)",207582987,"Roger","Brooklyn","Bushwick",40.68397,-73.9074,"Entire home/apt",138,2,62,"2019-07-01",5.67,1,151
30445028,"Midtown Priv. Lux.Room in a Penthouse (only girls)",172586583,"Miriam","Manhattan","Chelsea",40.74772,-73.99146,"Private room",110,3,6,"2019-06-28",0.84,1,12
21631186,"Brooklyn Vibe",93392260,"Kathleen","Brooklyn","East New York",40.67271,-73.89071,"Private room",55,30,0,"",NA,2,364
211078,"Greenpoint Waterfront Loft",306739,"Maya","Brooklyn","Greenpoint",40.73049,-73.96115,"Entire home/apt",185,3,228,"2018-04-25",2.39,3,1
30046359,"The Ultimate Dumbo Pad - 1 Large Bedroom~Sleeps 4",26603179,"Gal","Brooklyn","DUMBO",40.7034,-73.98544,"Entire home/apt",219,3,16,"2019-06-26",2.5,1,332
9381657,"Sunny room in great location",822839,"Sarah","Brooklyn","Williamsburg",40.70704,-73.95522,"Private room",70,2,47,"2019-05-18",1.1,1,54
16598387,"Sleeps6+PRIV.TERRACE+laundry,Trains+BAM&Barclays",8696190,"Tee","Brooklyn","Fort Greene",40.6869,-73.97454,"Entire home/apt",380,3,11,"2019-06-30",0.37,1,22
68305,"Cozy Private Room in Apartment",338454,"Share","Manhattan","Harlem",40.82976,-73.94867,"Private room",85,30,64,"2018-07-06",0.68,1,318
23620728,"Huge Private Garden Apt - Memory Foam Mattress",17105274,"Matt","Brooklyn","Bushwick",40.69166,-73.90314,"Private room",49,14,5,"2019-06-03",0.34,2,163
4867016,"Charming Brooklyn Getaway",1968327,"Azza","Brooklyn","Bedford-Stuyvesant",40.69268,-73.95575,"Private room",70,2,6,"2019-05-20",0.12,1,365
35653043,"Steps from Central Park, private bdrm, 2 full bath",93533725,"Christine","Manhattan","Midtown",40.76465,-73.98155,"Private room",350,2,0,"",NA,1,38
12025076,"I just need to lay my head down",64341665,"Nka","Manhattan","Harlem",40.81942,-73.94264,"Private room",68,1,49,"2019-05-26",1.23,2,365
6991749,"NO LONGER AVAILABLE",16978260,"Dominque","Manhattan","Harlem",40.81161,-73.94306,"Shared room",70,1,0,"",NA,1,365
1552242,"Single family home 2 bedrooms  2 bathrooms",8126811,"Jessica","Queens","Long Island City",40.75676,-73.93463,"Entire home/apt",250,3,184,"2019-06-26",2.65,1,84
16164399,"Lovely 3 Bedrm Apt Perfect for Groups & Families",1538057,"Catherine","Brooklyn","Bedford-Stuyvesant",40.69501,-73.93363,"Entire home/apt",25,2,50,"2019-06-15",1.65,1,6
28160047,"Private Double Room in the heart of Williamsburg",38194603,"Adham","Brooklyn","Williamsburg",40.71884,-73.95825,"Private room",76,1,46,"2019-06-23",5.04,2,52
31801234,"MANHATTAN studio 10 minutes away from Central Park",238323020,"Paul","Manhattan","Upper East Side",40.76672,-73.96111,"Entire home/apt",129,1,23,"2019-06-21",4.16,1,109
12252205,"PRIME EAST VILLAGE BEDROOM",4534893,"Alex","Manhattan","East Village",40.72553,-73.98831,"Private room",110,2,46,"2019-06-08",1.17,4,307
27833243,"Sonder | 116 John | Cozy 2BR+ Gym",12243051,"Sonder","Manhattan","Financial District",40.70797,-74.0055,"Entire home/apt",245,29,1,"2019-03-16",0.26,96,311
30110482,"686 A home away from home",226250191,"Shawn","Brooklyn","Brownsville",40.65239,-73.91029,"Entire home/apt",130,2,20,"2019-06-29",2.63,1,139
21298453,"A) Cozy Private Suite WiFi Laundry JFK Airport",154128335,"Joseph","Queens","Jamaica",40.69933,-73.81436,"Private room",50,2,49,"2019-07-02",2.37,4,108
10516610,"Lovely Room in Historic Brownstone",54210823,"Kristin","Manhattan","Upper West Side",40.79004,-73.97308,"Private room",99,1,0,"",NA,1,157
36114015,"Spacious Private Room in Williamsburg",197119374,"Chenoa","Brooklyn","Williamsburg",40.70982,-73.95831,"Private room",55,1,0,"",NA,1,2
35197505,"twin bed in hostel style shared room",201813482,"Nick","Brooklyn","Bushwick",40.70513,-73.91576,"Shared room",25,4,0,"",NA,5,340
28464787,"LUNA 2BR SUITE by COLUMBIA-PRESBYTERIAN HOSP.",25237492,"Juliana","Manhattan","Washington Heights",40.84241,-73.94087,"Entire home/apt",65,30,0,"",NA,34,295
19952847,"Spacious 2 BDR APT BROOKLYN Sleeps 8!",129646758,"Sherry  W  X","Brooklyn","East Flatbush",40.64323,-73.95086,"Entire home/apt",95,2,43,"2019-07-01",1.97,2,338
33554251,"seconds from subway, 30 min drive to city,solo tra",47504485,"Danny","Brooklyn","Bensonhurst",40.61225,-73.9815,"Private room",39,7,12,"2019-06-11",4.5,2,58
28359897,"Comfy LGA apt in Queens",207808113,"Md","Queens","East Elmhurst",40.76115,-73.88239,"Entire home/apt",150,1,73,"2019-06-25",7.55,1,78
35487203,"Sweet-room",266983536,"Nawa","Bronx","Longwood",40.82794,-73.90412,"Private room",45,2,1,"2019-06-24",1,1,364
32634671,"Sonder | Stock Exchange | Upscale 2BR + Kitchen",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70759,-74.01242,"Entire home/apt",425,2,5,"2019-06-17",1.18,327,311
33661274,"Sunny Sunset Park Large Bedroom near subway",9034883,"Matt","Brooklyn","Sunset Park",40.66172,-73.99387,"Private room",75,2,0,"",NA,1,88
15453848,"Cozy Room in Crown Heights! (Female Guests Only)",11304670,"Katya","Brooklyn","Crown Heights",40.66469,-73.95125,"Private room",29,5,3,"2019-01-01",0.1,1,206
10096515,"Prime East Village *Spacious",12485770,"Raanan","Manhattan","East Village",40.72962,-73.98078,"Entire home/apt",120,30,4,"2019-06-08",0.11,9,338
5010729,"Quaint One Bed Apartment on UES",7847292,"Tom","Manhattan","Upper East Side",40.77537,-73.95029,"Entire home/apt",169,4,147,"2019-06-23",2.76,1,310
20864325,"Private 1BR w/ Queen bed & TV next to Central Park",5582262,"Anh","Manhattan","East Harlem",40.7954,-73.94926,"Private room",99,2,56,"2019-06-05",2.54,1,14
20696496,"The Consuello",148130354,"George","Brooklyn","Bedford-Stuyvesant",40.68591,-73.9249,"Entire home/apt",159,3,36,"2019-05-19",1.6,2,2
1148144,"Private Room (Long room) in Manhattan NYC",2559004,"Sergio","Manhattan","East Harlem",40.80421,-73.94037,"Private room",47,1,6,"2019-06-01",0.08,5,353
1479731,"Master Bedroom in Modern Loft Apt.",7809536,"Brian","Brooklyn","Crown Heights",40.68007,-73.96334,"Private room",89,3,147,"2019-07-01",2.05,1,362
34156769,"LOW PRICE! up to 4+ people-Near LGA / JFK AIRPORT",246194760,"Noel","Queens","East Elmhurst",40.76021,-73.88301,"Private room",49,1,3,"2019-06-14",2.14,4,207
23820538,"Large 3 Bedroom Loft in Heart of Williamsburg",28373054,"Nadira","Brooklyn","Williamsburg",40.71201,-73.95882,"Entire home/apt",600,3,14,"2019-06-17",0.98,1,167
8499719,"Huge Room, Safe Neighborhood,Near Manhattan",3501090,"Sebastian & Andrea","Queens","Astoria",40.76404,-73.91174,"Private room",75,4,86,"2019-06-18",1.88,1,324
34652720,"Adorable cozy apartment near access to all #3",175116422,"Karilyn","Staten Island","Grant City",40.57825,-74.10902,"Entire home/apt",75,3,0,"",NA,3,318
2250790,"Private room on the UWS",11494661,"Maayan","Manhattan","Upper West Side",40.79891,-73.96705,"Private room",89,3,7,"2019-05-22",0.15,1,10
32520381,"Newly renovated 2BR apt in brownstone Brooklyn",33159631,"Emmanuel","Brooklyn","Carroll Gardens",40.67797,-73.99969,"Entire home/apt",199,2,17,"2019-07-03",5.05,1,31
10070235,"位于曼哈顿纽约上城,高级住宅区",51525183,"Sophia","Manhattan","Harlem",40.81566,-73.94293,"Private room",95,180,0,"",NA,1,358
9006920,"Chill place in Brooklyn / Flatbush",27974952,"Alex","Brooklyn","East Flatbush",40.64517,-73.94843,"Shared room",40,30,5,"2018-05-03",0.11,7,365
29708352,"Privet living room",205131610,"Steven","Brooklyn","Canarsie",40.64376,-73.90833,"Private room",68,2,3,"2019-06-02",0.47,3,365
26751201,"Cozy apartment in Astoria / Long Island City",201153591,"Sadat","Queens","Astoria",40.76538,-73.92726,"Entire home/apt",150,2,46,"2019-06-21",3.84,2,121
36001938,"Spacious 2BR Manhattan/NYC  apt. Mins. to time sq.",55711801,"Le","Manhattan","Harlem",40.82297,-73.94882,"Entire home/apt",139,1,0,"",NA,1,29
35002617,"Nature Sanctuary",15285681,"Alison","Brooklyn","Bedford-Stuyvesant",40.68971,-73.92836,"Private room",85,5,1,"2019-06-09",1,1,35
14107667,"West 89th Street, Luxury Svcd 1bd UWS Apartment",22541573,"Ken","Manhattan","Upper West Side",40.78989,-73.97264,"Entire home/apt",267,30,0,"",NA,87,354
34688471,"Sleep comfort",156505456,"John","Brooklyn","East New York",40.66646,-73.8734,"Private room",54,3,1,"2019-05-20",0.59,13,365
9026485,"Luxury Studio Apt in NYC Financial District!",30283594,"Kara","Manhattan","Financial District",40.70776,-74.01514,"Entire home/apt",169,30,2,"2016-06-28",0.05,121,364
32897532,"X Live",184750740,"Juice","Bronx","Morrisania",40.82575,-73.90993,"Private room",80,1,0,"",NA,4,365
5383005,"Gorgeous, Luxurious, Modern Apt in Williamsburg!",27660118,"Alan","Brooklyn","Williamsburg",40.70713,-73.94537,"Entire home/apt",150,2,233,"2019-06-23",4.38,1,5
35526392,"Charming 1.5 Bed Apartment Upper East Side",129443696,"Andrea","Manhattan","Upper East Side",40.7739,-73.94803,"Entire home/apt",250,7,0,"",NA,1,44
4742068,"Spacious 1 Bedroom Apartment",22616989,"Don","Brooklyn","Bensonhurst",40.61957,-73.9936,"Entire home/apt",93,3,52,"2019-06-22",0.99,1,325
33787438,"Cozy Studio in the heart of NYC",131544841,"Taina","Manhattan","Kips Bay",40.74469,-73.98037,"Entire home/apt",120,2,5,"2019-07-07",2.05,1,10
13386091,"Modern 3bd close to everything",75793151,"Ella","Brooklyn","Bensonhurst",40.61448,-74.00486,"Entire home/apt",121,2,24,"2019-04-21",0.64,1,14
28483408,"DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST",200380610,"Pranjal","Manhattan","Midtown",40.7551,-73.96507,"Entire home/apt",385,30,0,"",NA,65,364
14602894,"1 Bedroom steps from Bloomingdale's and Park",61391963,"Corporate Housing","Manhattan","Upper East Side",40.76141,-73.96376,"Entire home/apt",117,30,7,"2019-05-31",0.22,91,312
35667379,"Renovated apartment near 1 train ( & Columbia)",222549093,"Anna Laura","Manhattan","Harlem",40.81668,-73.9569,"Private room",65,1,1,"2019-07-06",1,3,17
18962916,"Very comfy and only minutes to JFK and famous mall",128086219,"Hannah","Queens","Rosedale",40.65283,-73.73887,"Private room",38,2,61,"2019-06-29",2.39,2,171
20228476,"Prospect Heights gorgeous apartment",93220722,"Jenelle","Brooklyn","Crown Heights",40.6762,-73.9617,"Entire home/apt",75,2,1,"2018-03-24",0.06,1,72
166006,"Nice Manhattan Apt Near Central Park and Subway",791287,"Giancarlo","Manhattan","Upper West Side",40.80006,-73.96049,"Entire home/apt",250,31,188,"2018-08-23",1.94,1,259
12933540,"Comfortable Sofa bed 15 minutes to Manhattan",69711528,"Lucia","Bronx","Parkchester",40.83049,-73.87354,"Shared room",51,3,9,"2017-05-20",0.26,2,89
23538841,"Great location shared place by Times Square",175180318,"Gúney","Manhattan","Hell's Kitchen",40.7648,-73.98879,"Shared room",70,1,50,"2019-04-01",3.07,6,362
35519175,"Brooklyn’s Delight nearJFK & LGA",16608415,"Smidty","Brooklyn","East New York",40.66524,-73.89052,"Private room",120,1,0,"",NA,3,103
14579123,"Sunny & inviting BK Room 30mins from Manhattan.",76765350,"Perin","Brooklyn","Bedford-Stuyvesant",40.68465,-73.95644,"Private room",55,5,37,"2019-06-30",1.16,2,72
323706,"Elegant Spacious Family Townhouse",6064192,"Ted And Diane","Manhattan","Upper West Side",40.77892,-73.98238,"Entire home/apt",499,30,64,"2018-08-03",0.72,1,157
18989137,"Boerum Hill Beauty",132464510,"Christine","Brooklyn","Boerum Hill",40.68508,-73.98413,"Private room",125,1,8,"2018-10-07",0.32,1,156
32189288,"Gem in the heart of Manhattan",32136241,"EStelle","Manhattan","Chelsea",40.75173,-73.99869,"Entire home/apt",100,3,11,"2019-06-18",2.77,1,24
645942,"Amazing NY apartment in SoHo/Nolita",3235547,"Mathilde","Manhattan","Nolita",40.72294,-73.99388,"Entire home/apt",250,4,43,"2019-06-02",0.52,1,347
36168631,"The coziest garden apartment in Harlem!!",4169722,"Jophiel","Manhattan","Harlem",40.80637,-73.94282,"Entire home/apt",100,2,0,"",NA,1,11
29181147,"Cozy private room near Columbia University",41541593,"Zoe","Manhattan","Upper West Side",40.80324,-73.96555,"Private room",70,10,4,"2019-01-15",0.49,1,19
33853889,"Private Spacious Bedroom in lush green Fort George",45776423,"Aman","Manhattan","Washington Heights",40.85719,-73.93048,"Private room",35,3,3,"2019-06-14",3,1,5
18649105,"Large 1 Bedroom in Astoria/Long Island City!",44838931,"Andrea","Queens","Astoria",40.76843,-73.93257,"Private room",90,3,17,"2019-04-23",0.65,2,334
25545372,"Very small room near Columbia Uni med school",163813488,"Mike","Manhattan","Washington Heights",40.84287,-73.94093,"Private room",43,1,10,"2019-05-27",0.82,1,116
31654495,"Luxury Modern Gramercy Loft with a balcony",79697038,"Esteban","Manhattan","Kips Bay",40.74144,-73.98079,"Entire home/apt",200,30,4,"2019-06-13",0.85,1,88
10477767,"Spacious & Relaxing Garden Apartment",347475,"Chialing","Brooklyn","Columbia St",40.68606,-74.00122,"Entire home/apt",275,2,18,"2017-05-07",0.46,1,292
29931976,"Hudson Yard - Bright Double Double  Room",224414117,"Gabriel","Manhattan","Hell's Kitchen",40.75671,-73.99694,"Private room",199,1,20,"2019-06-04",2.49,30,359
1965103,"Quiet and Sunny studio in EV",10150931,"Pierre","Manhattan","East Village",40.72811,-73.98663,"Entire home/apt",170,2,7,"2016-09-25",0.11,1,312
31626662,"Beautiful Bed-Stuy Open Concept Garden Apartment",237107169,"Cinthya","Brooklyn","Bedford-Stuyvesant",40.68425,-73.92443,"Entire home/apt",136,2,18,"2019-07-01",3.46,1,74
21422721,"Large private room 7 min to LGA 15min to Manhattan",153524812,"James","Queens","Astoria",40.76818,-73.92613,"Private room",65,1,114,"2019-06-30",5.46,1,319
33490968,"2BR High Ceiling Zen Sanctuary in Artsy Bushwick",234270791,"April G","Brooklyn","Bushwick",40.69627,-73.93076,"Private room",100,5,2,"2019-05-27",0.7,3,94
8914649,"2 Rooms! Steps from the L train!",5109475,"Liam","Brooklyn","Bushwick",40.70544,-73.91993,"Private room",95,2,20,"2019-06-02",0.45,2,191
36318625,"Cozy Private Room in Crown Heights",50213173,"Maryam","Brooklyn","Crown Heights",40.67733,-73.94878,"Private room",45,30,0,"",NA,1,31
26200203,"Bright 2BR Apartment in Woodside",5726293,"Suah","Queens","Woodside",40.74382,-73.90879,"Private room",60,1,19,"2019-06-23",1.52,2,34
749455,"Lovely Loft space near Central Park & Times Square",3929012,"Kevin","Manhattan","Upper West Side",40.77938,-73.98247,"Private room",99,1,353,"2019-06-25",4.33,4,73
5476474,"Amazing HK one bedroom apartment",20318406,"Dimitriy","Manhattan","Hell's Kitchen",40.76571,-73.99482,"Entire home/apt",120,1,12,"2018-07-19",0.24,1,163
13585835,"Private Room in the ❤️ of Bushwick.",5352610,"Mira","Brooklyn","Williamsburg",40.70648,-73.92997,"Private room",65,4,47,"2018-10-12",1.28,2,249
27909027,"Modern Remodeled 1 bedroom Apartment",210831649,"Keno","Brooklyn","Brownsville",40.66176,-73.92,"Entire home/apt",176,3,0,"",NA,1,54
4621713,"Prime Union Square! Large 1BR~Great value",2119276,"Host","Manhattan","Gramercy",40.7339,-73.98548,"Entire home/apt",185,30,5,"2019-01-24",0.1,39,1
21192123,"Modern large Duplex in Greenwich Village",153052198,"Helena","Manhattan","Greenwich Village",40.73366,-73.99805,"Entire home/apt",275,120,0,"",NA,1,235
21879516,"2 Bedroom in the perfect location",5945683,"Annie","Manhattan","Upper East Side",40.76384,-73.96355,"Entire home/apt",200,4,3,"2018-10-25",0.19,1,3
31737653,"Museum Bed and Breakfast: Apt 3R Garden View",49736436,"George","Manhattan","Washington Heights",40.83583,-73.93847,"Entire home/apt",120,3,2,"2019-06-24",2,2,116
23559210,"Sweet Studio Manhattan",176038984,"Elena","Manhattan","Midtown",40.74688,-73.98701,"Entire home/apt",220,4,17,"2019-02-26",1.06,1,208
3177702,"Brooklyn Flat in Historic Row House",14902860,"Velma","Brooklyn","Bedford-Stuyvesant",40.68291,-73.94613,"Entire home/apt",155,3,44,"2019-05-27",0.71,5,363
34485698,"Modern Private King Room Near Central Park",261761719,"WestHouse","Manhattan","Midtown",40.76352,-73.9828,"Private room",100,1,0,"",NA,6,294
20009122,"HEART of MANHATTAN",117287,"Lara","Manhattan","Hell's Kitchen",40.76764,-73.98468,"Private room",130,2,3,"2018-05-20",0.19,3,239
255476,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",1302029,"Bree","Brooklyn","Williamsburg",40.7116,-73.9529,"Private room",89,30,30,"2019-05-31",0.8,1,91
32309292,"Cozy room with private entrance in Harlem.",6105036,"George","Manhattan","Harlem",40.80521,-73.95137,"Private room",145,1,14,"2019-06-19",2.98,3,113
35599003,"Cozy 2 bedroom apartment near JFK",267015438,"Jairo","Queens","Ozone Park",40.67299,-73.845,"Entire home/apt",167,5,1,"2019-07-01",1,1,94
23317650,"Simple Nice Private Bedroom in Hamilton Heights",24987213,"Bridget","Manhattan","Harlem",40.82826,-73.94589,"Private room",70,2,8,"2018-07-01",0.49,1,156
17777286,"Brownstone studio near central park",45006492,"Lucia","Manhattan","East Harlem",40.80623,-73.94047,"Entire home/apt",115,1,134,"2019-06-24",4.81,2,1
17256799,"URBAN LUXURY 2BR DUPLEX~24/7 DOORMAN/GYM~SUTTON PL",2856748,"Ruchi","Manhattan","Midtown",40.75802,-73.96125,"Entire home/apt",500,90,0,"",NA,49,364
35155925,"Amazing 3BR 2B Apt in Times Square",158501551,"Leslie","Manhattan","Hell's Kitchen",40.7632,-73.98712,"Entire home/apt",420,3,2,"2019-06-28",2,1,270
5728500,"Cozy Private Room in Astoria",23185328,"Deniz","Queens","Ditmars Steinway",40.77842,-73.90994,"Private room",58,1,34,"2017-01-23",0.66,2,129
26140709,"Workspace Room 3 - 2",9864136,"Anthony","Brooklyn","Bushwick",40.68644,-73.91554,"Private room",36,2,1,"2018-08-10",0.09,26,302
1105845,"Convenient Location! 1 BR on 1Floor",3630531,"Yuko","Manhattan","Chelsea",40.7457,-73.99775,"Entire home/apt",160,4,5,"2019-01-01",0.07,1,168
21752839,"Huge Park Slope Loft & Private Garden near Subway",82706379,"Julia & Estuardo","Brooklyn","Park Slope",40.67471,-73.98274,"Entire home/apt",195,3,47,"2019-06-24",2.39,1,55
20547687,"Newly listed stylish 2BR duplex in East Village",54501105,"Sophie","Manhattan","East Village",40.73055,-73.98928,"Entire home/apt",260,3,24,"2019-07-01",3.35,2,26
20872030,"Prime Location in Manhattan, near Central Park",41499146,"Arata","Manhattan","Harlem",40.8062,-73.95528,"Entire home/apt",164,2,11,"2019-06-30",0.51,1,18
18025342,"1BR near Mt Sinai, Columbia, Cent Pk. Must See!",6752799,"Zach","Manhattan","East Harlem",40.7972,-73.94749,"Private room",45,28,1,"2017-07-02",0.04,2,147
26988550,"King Bed on Queens/Brooklyn Border",4231312,"Robert","Queens","Ridgewood",40.70458,-73.90269,"Entire home/apt",99,3,8,"2019-01-03",0.69,1,16
1652996,"Large Charming 1 BR + Den  in  Brownstone Apt",517966,"Shean","Brooklyn","Bedford-Stuyvesant",40.68005,-73.93911,"Entire home/apt",135,3,173,"2019-06-23",2.47,2,277
5756464,"Sunny & Spacious Apt Near Subway",13347167,"AFI Apartments","Manhattan","Upper East Side",40.7729,-73.95587,"Entire home/apt",118,30,3,"2018-03-31",0.11,29,204
7783855,"Cozy 2 Bedrooms Bedstuy,Brooklyn",40958326,"Gerald","Brooklyn","Bedford-Stuyvesant",40.68528,-73.91573,"Entire home/apt",175,4,99,"2019-06-15",2.12,1,334
34835522,"Beautiful 2 Bedrooms in upper East #5",1786901,"Shai","Manhattan","Upper East Side",40.78345,-73.94751,"Entire home/apt",200,3,0,"",NA,9,29
7911437,"Private Studio in Queens",15904258,"Monika","Queens","Maspeth",40.72172,-73.8881,"Entire home/apt",60,3,45,"2019-06-28",1.06,1,219
34677950,"Brooklyn brownstone 1st floor studio apt.",258006547,"Eli","Brooklyn","Bedford-Stuyvesant",40.6845,-73.92454,"Entire home/apt",150,2,1,"2019-07-07",1,1,22
26559223,"Charming Williamsburg Apartment,  next to trainJZM",18210699,"Leanne","Brooklyn","Williamsburg",40.71106,-73.95945,"Private room",70,4,1,"2018-07-31",0.09,1,220
27162696,"Sweet BR (A) in owner's duplex very near subway",35983559,"Laura","Brooklyn","East Flatbush",40.63956,-73.95033,"Private room",75,3,10,"2019-06-30",0.91,3,123
18753645,"Beautiful Brooklyn Apartment! Newly Renovated!",130473272,"Carla","Brooklyn","Prospect Heights",40.6806,-73.97164,"Entire home/apt",150,2,140,"2019-06-27",5.61,1,94
9931841,"Large Room  Close to Midtown",61042,"Marlon","Manhattan","Harlem",40.82198,-73.95418,"Private room",42,5,7,"2018-10-14",0.16,6,24
32840036,"Homey Room in StuyTown",64783050,"Steven","Manhattan","Stuyvesant Town",40.73379,-73.97754,"Private room",55,1,4,"2019-03-26",0.97,1,1
31557309,"IDEAL Beach Bungalow in BelleHarbor, Rockaway!",40025069,"Briana","Queens","Belle Harbor",40.57518,-73.84558,"Entire home/apt",97,2,2,"2019-06-30",2,1,52
